Model Year,Vehicle Manufacturer Name,Veh Mfr Code,Represented Test Veh Make,Represented Test Veh Model,Test Vehicle ID,Test Veh Configuration #,Test Veh Displacement (L),Actual Tested Testgroup,Vehicle Type,Rated Horsepower,# of Cylinders and Rotors,Engine Code,Tested Transmission Type Code,Tested Transmission Type,# of Gears,Transmission Lockup?,Drive System Code,Drive System Description,Transmission Overdrive Code,Transmission Overdrive Desc,Equivalent Test Weight (lbs.),Axle Ratio,N/V Ratio,Shift Indicator Light Use Cd,Shift Indicator Light Use Desc,Test Number,Test Originator,Analytically Derived FE?,ADFE Test Number,ADFE Total Road Load HP,ADFE Equiv. Test Weight (lbs.),ADFE N/V Ratio,Test Procedure Cd,Test Procedure Description,Test Fuel Type Cd,Test Fuel Type Description,Test Category,THC (g/mi),CO (g/mi),CO2 (g/mi),NOx (g/mi),PM (g/mi),CH4 (g/mi),N2O (g/mi),RND_ADJ_FE,FE_UNIT,FE Bag 1,FE Bag 2,FE Bag 3,FE Bag 4,DT-Inertia Work Ratio Rating,DT-Absolute Speed Change Ratg,DT-Energy Economy Rating,Target Coef A (lbf),Target Coef B (lbf/mph),Target Coef C (lbf/mph**2),Set Coef A (lbf),Set Coef B (lbf/mph),Set Coef C (lbf/mph**2),Aftertreatment Device Cd,Aftertreatment Device Desc,Police - Emergency Vehicle?,Averaging Group ID,Averaging Weighting Factor,Averaging Method Cd,Averging Method Desc
2024,Kia,KMX,KIA,EV6 Long Range AWD (20inch tire),CV-U377EE502A,0,0.001,PKMXV00.0100,Car,320,,EM07,A,Automatic,1,N,A,All Wheel Drive,1,No gear ratio < 1,5000,4.71,126.6,1,Not eqipped,PKMX10075012,MFR,No,,,,,84,Charge Depleting Highway,62,Electricity,CD,,,,,,,,26.7000000,MPG,,,,,,,,36.158,0.29099,0.019825,-2.247,0.22402,0.017503,,,N,,,N,No averaging
2024,Kia,KMX,KIA,EV6 Long Range RWD,CV-267EA035R,0,0.001,NKMXV00.0102,Car,225,,EM17,A,Automatic,1,N,R,"2-Wheel Drive, Rear",1,No gear ratio < 1,4500,4.71,126.3,1,Not eqipped,NKMX10071088,MFR,No,,,,,81,Charge Depleting UDDS,62,Electricity,CD,,,,,,,,17.1000000,MPG,,,,,,,,23.313,0.11939,0.022206,12.746,-0.10839,0.023543,,,N,,,N,No averaging
2024,Kia,KMX,KIA,EV6 Long Range RWD,CV-267EA035R,0,0.001,NKMXV00.0102,Car,225,,EM17,A,Automatic,1,N,R,"2-Wheel Drive, Rear",1,No gear ratio < 1,4500,4.71,126.3,1,Not eqipped,NKMX10071089,MFR,No,,,,,84,Charge Depleting Highway,62,Electricity,CD,,,,,,,,22.7000000,MPG,,,,,,,,23.313,0.11939,0.022206,12.746,-0.10839,0.023543,,,N,,,N,No averaging
2024,Kia,KMX,KIA,EV6 Standard Range RWD,CV-265EA037R,0,0.001,NKMXV00.0101,Car,167,,EM08,A,Automatic,1,N,R,"2-Wheel Drive, Rear",1,No gear ratio < 1,4250,4.71,126.4,1,Not eqipped,NKMX10071086,MFR,No,,,,,81,Charge Depleting UDDS,62,Electricity,CD,,,,,,,,17.1000000,MPG,,,,,,,,23.365,0.16194,0.021063,16.690,-0.23593,0.025792,,,N,,,N,No averaging
2024,Kia,KMX,KIA,EV6 Standard Range RWD,CV-265EA037R,0,0.001,NKMXV00.0101,Car,167,,EM08,A,Automatic,1,N,R,"2-Wheel Drive, Rear",1,No gear ratio < 1,4250,4.71,126.4,1,Not eqipped,NKMX10071087,MFR,No,,,,,84,Charge Depleting Highway,62,Electricity,CD,,,,,,,,23.2000000,MPG,,,,,,,,23.365,0.16194,0.021063,16.690,-0.23593,0.025792,,,N,,,N,No averaging
2024,Kia,KMX,KIA,EV9 Long Range AWD,MV-U329EA203A,0,0.001,RKMXV00.0300,Car,378,,EM18,A,Automatic,1,N,A,All Wheel Drive,1,No gear ratio < 1,6000,4.68,146.7,1,Not eqipped,RKMX10082488,MFR,No,,,,,84,Charge Depleting Highway,62,Electricity,CD,,,,,,,,30.0000000,MPG,,,,,,,,35.369,0.24225,0.024504,-7.783,0.16592,0.022773,,,N,,,N,No averaging
2024,Kia,KMX,KIA,EV9 Long Range AWD,MV-U329EA203A,0,0.001,RKMXV00.0300,Car,378,,EM18,A,Automatic,1,N,A,All Wheel Drive,1,No gear ratio < 1,6000,4.68,146.7,1,Not eqipped,RKMX10082489,MFR,No,,,,,81,Charge Depleting UDDS,62,Electricity,CD,,,,,,,,24.8000000,MPG,,,,,,,,35.369,0.24225,0.024504,-7.783,0.16592,0.022773,,,N,,,N,No averaging
2024,Kia,KMX,KIA,EV9 Long Range AWD,MV-U329EA203A,1,0.001,RKMXV00.0300,Car,378,,EM18,A,Automatic,1,N,A,All Wheel Drive,1,No gear ratio < 1,6000,4.68,147.1,1,Not eqipped,RKMX10081323,MFR,No,,,,,81,Charge Depleting UDDS,62,Electricity,CD,,,,,,,,25.1000000,MPG,,,,,,,,32.959,0.31566,0.024498,-10.017,0.22118,0.022732,,,N,,,N,No averaging
2024,Kia,KMX,KIA,EV9 Long Range AWD,MV-U329EA203A,1,0.001,RKMXV00.0300,Car,378,,EM18,A,Automatic,1,N,A,All Wheel Drive,1,No gear ratio < 1,6000,4.68,147.1,1,Not eqipped,RKMX10081324,MFR,No,,,,,84,Charge Depleting Highway,62,Electricity,CD,,,,,,,,30.8000000,MPG,,,,,,,,32.959,0.31566,0.024498,-10.017,0.22118,0.022732,,,N,,,N,No averaging
2024,Kia,KMX,KIA,EV9 Long Range AWD GT-Line,MV-U329EA204A,0,0.001,RKMXV00.0300,Car,378,,EM18,A,Automatic,1,N,A,All Wheel Drive,1,No gear ratio < 1,6000,4.68,147.6,1,Not eqipped,RKMX10081325,MFR,No,,,,,84,Charge Depleting Highway,62,Electricity,CD,,,,,,,,31.2000000,MPG,,,,,,,,34.837,0.29656,0.024462,-12.746,0.25271,0.022432,,,N,,,N,No averaging
2024,Kia,KMX,KIA,EV9 Long Range AWD GT-Line,MV-U329EA204A,0,0.001,RKMXV00.0300,Car,378,,EM18,A,Automatic,1,N,A,All Wheel Drive,1,No gear ratio < 1,6000,4.68,147.6,1,Not eqipped,RKMX10081326,MFR,No,,,,,81,Charge Depleting UDDS,62,Electricity,CD,,,,,,,,25.7000000,MPG,,,,,,,,34.837,0.29656,0.024462,-12.746,0.25271,0.022432,,,N,,,N,No averaging
2024,Kia,KMX,KIA,EV9 Long Range RWD,MV-U369EA142R,0,0.001,RKMXV00.0301,Car,200,,EM16,A,Automatic,1,N,R,"2-Wheel Drive, Rear",1,No gear ratio < 1,5500,4.68,146.7,1,Not eqipped,RKMX10081319,MFR,No,,,,,81,Charge Depleting UDDS,62,Electricity,CD,,,,,,,,22.7000000,MPG,,,,,,,,35.498,0.28997,0.022800,8.745,0.34744,0.021215,,,N,,,N,No averaging
2024,Kia,KMX,KIA,EV9 Long Range RWD,MV-U369EA142R,0,0.001,RKMXV00.0301,Car,200,,EM16,A,Automatic,1,N,R,"2-Wheel Drive, Rear",1,No gear ratio < 1,5500,4.68,146.7,1,Not eqipped,RKMX10081320,MFR,No,,,,,84,Charge Depleting Highway,62,Electricity,CD,,,,,,,,29.0000000,MPG,,,,,,,,35.498,0.28997,0.022800,8.745,0.34744,0.021215,,,N,,,N,No averaging
2024,Kia,KMX,KIA,EV9 Standard Range RWD,MV-U367EA140R,0,0.001,RKMXV00.0302,Car,215,,EM16,A,Automatic,1,N,R,"2-Wheel Drive, Rear",1,No gear ratio < 1,5500,4.68,146.7,1,Not eqipped,RKMX10081317,MFR,No,,,,,81,Charge Depleting UDDS,62,Electricity,CD,,,,,,,,22.8000000,MPG,,,,,,,,33.955,0.39102,0.023021,11.097,0.32283,0.022617,,,N,,,N,No averaging
2024,Kia,KMX,KIA,EV9 Standard Range RWD,MV-U367EA140R,0,0.001,RKMXV00.0302,Car,215,,EM16,A,Automatic,1,N,R,"2-Wheel Drive, Rear",1,No gear ratio < 1,5500,4.68,146.7,1,Not eqipped,RKMX10081318,MFR,No,,,,,84,Charge Depleting Highway,62,Electricity,CD,,,,,,,,29.3000000,MPG,,,,,,,,33.955,0.39102,0.023021,11.097,0.32283,0.022617,,,N,,,N,No averaging
2024,Kia,KMX,KIA,Forte,BD5U0G6TD004F,0,1.600,LKMXV01.6CC5,Car,201,4,G4FJ-AMC,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3375,3.61,35.9,1,Not eqipped,LKMX10057145,MFR,No,,,,,90,US06,61,Tier 2 Cert Gasoline,US06,0.0238000,0.5755000,276.3792000,0.0133000,,,,32.6000000,MPG,21.4905000,38.1344000,,,-7.9100000,-4.5100000,-0.8900000,28.497,0.34808,0.017075,10.026,0.24194,0.016648,TWC,Three-way catalyst,N,,,N,No averaging
2024,Kia,KMX,KIA,Forte,BD5U0G6TD004F,0,1.600,LKMXV01.6CC5,Car,201,4,G4FJ-AMC,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3375,3.61,35.9,1,Not eqipped,LKMX10057146,MFR,No,,,,,95,SC03,61,Tier 2 Cert Gasoline,SC03,0.0046000,0.2426000,293.5342000,0.0047000,,,,30.7000000,MPG,,,,,0.6000000,0.5000000,-0.1400000,28.497,0.34808,0.017075,10.026,0.24194,0.016648,TWC,Three-way catalyst,N,,,N,No averaging
2024,Kia,KMX,KIA,Forte,BD5U0G6TD004F,0,1.600,LKMXV01.6CC5,Car,201,4,G4FJ-AMC,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3375,3.61,35.9,1,Not eqipped,LKMX10057147,MFR,No,,,,,11,Cold CO,26,Cold CO Regular (Tier 2),FTP,0.0774000,0.6956000,329.9194000,0.0070000,,,,27.0000000,MPG,25.0467000,25.9849000,31.1449000,,5.8300000,4.9500000,0.5500000,31.347,0.38289,0.018783,8.595,0.19850,0.018658,TWC,Three-way catalyst,N,,,N,No averaging
2024,Kia,KMX,KIA,Forte,BD5U0G6TD004F,0,1.600,LKMXV01.6CC5,Car,201,4,G4FJ-AMC,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3375,3.61,35.9,1,Not eqipped,LKMX10057632,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0135000,0.3640000,261.7753000,0.0165000,,0.0051000,0.0012000,34.2000000,MPG,32.8193000,33.0713000,37.8020000,,2.2800000,1.5600000,0.0400000,28.497,0.34808,0.017075,10.026,0.24194,0.016648,TWC,Three-way catalyst,N,,,N,No averaging
2024,Kia,KMX,KIA,Forte,BD5U0G6TD004F,0,1.600,LKMXV01.6CC5,Car,201,4,G4FJ-AMC,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3375,3.61,35.9,1,Not eqipped,LKMX10057633,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0006000,0.0778000,181.5908000,0.0010000,,,,49.3000000,MPG,,,,,4.8300000,4.0600000,-0.1500000,28.497,0.34808,0.017075,10.026,0.24194,0.016648,TWC,Three-way catalyst,N,,,N,No averaging
2024,Kia,KMX,KIA,Forte,BD9N0GU01AC,1,2.000,KKMXV02.0CE3,Car,147,4,G4NH-CVS,CVT,Continuously Variable,1,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3125,4.89,26.4,1,Not eqipped,KKMX10053848,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0104000,0.3577000,232.3755000,0.0013000,,0.0030000,0.0004100,38.7000000,MPG,38.2697000,36.6832000,43.3639000,,3.9500000,2.8300000,3.7500000,31.330,-0.08784,0.019140,-0.239,0.11506,0.015580,TWC,Three-way catalyst,N,,,N,No averaging
2024,Kia,KMX,KIA,Forte,BD9N0GU01AC,1,2.000,KKMXV02.0CE3,Car,147,4,G4NH-CVS,CVT,Continuously Variable,1,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3125,4.89,26.4,1,Not eqipped,KKMX10053849,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0009000,0.0692000,147.5172000,0.0028000,,,,60.8000000,MPG,,,,,9.5400000,8.0500000,4.8300000,31.330,-0.08784,0.019140,-0.239,0.11506,0.015580,TWC,Three-way catalyst,N,,,N,No averaging
2024,Kia,KMX,KIA,Forte,BD9N0GU01AC,2,2.000,KKMXV02.0CE3,Car,147,4,G4NH-CVS,CVT,Continuously Variable,1,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3125,4.89,26.4,1,Not eqipped,KKMX10053851,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0167000,0.1924000,224.9905000,0.0015000,,0.0024000,0.0000600,39.9000000,MPG,40.4472000,37.9502000,44.0031000,,-3.5800000,-2.2900000,-3.8300000,31.262,-0.22992,0.020836,3.035,-0.06844,0.017564,TWC,Three-way catalyst,N,,,N,No averaging
2024,Kia,KMX,KIA,Forte,BD9N0GU01AC,2,2.000,KKMXV02.0CE3,Car,147,4,G4NH-CVS,CVT,Continuously Variable,1,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3125,4.89,26.4,1,Not eqipped,KKMX10053852,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0005000,0.0283000,146.1637000,0.0033000,,,,61.6000000,MPG,,,,,0.2500000,0.0400000,-2.4000000,31.262,-0.22992,0.020836,3.035,-0.06844,0.017564,TWC,Three-way catalyst,N,,,N,No averaging
2024,Kia,KMX,KIA,Forte,BD9N0GU01AC,3,2.000,LKMXV02.0CE3,Car,147,4,G4NH-CVS,CVT,Continuously Variable,1,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3250,4.89,26.3,1,Not eqipped,LKMX10057953,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0108000,0.3264000,253.5496000,0.0011000,,0.0029000,0.0004000,35.3000000,MPG,,,,,5.2300000,3.3500000,4.7700000,36.541,-0.19276,0.021129,7.484,0.10750,0.017193,TWC,Three-way catalyst,N,,,N,No averaging
2024,Kia,KMX,KIA,Forte,BD9N0GU01AC,3,2.000,LKMXV02.0CE3,Car,147,4,G4NH-CVS,CVT,Continuously Variable,1,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3250,4.89,26.3,1,Not eqipped,LKMX10057954,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0008000,0.0423000,166.6808000,0.0033000,,,,53.7000000,MPG,,,,,10.0800000,8.7200000,8.3100000,36.541,-0.19276,0.021129,7.484,0.10750,0.017193,TWC,Three-way catalyst,N,,,N,No averaging
2024,Kia,KMX,KIA,Forte,BD9N0GU01AC,3,2.000,LKMXV02.0CE3,Car,147,4,G4NH-CVS,CVT,Continuously Variable,1,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3250,4.89,26.3,1,Not eqipped,LKMX10057955,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0127000,0.4796000,252.1653000,0.0009000,,0.0036000,0.0004000,35.5000000,MPG,,,,,4.9900000,3.2700000,5.3400000,36.541,-0.19276,0.021129,7.484,0.10750,0.017193,TWC,Three-way catalyst,N,,,N,No averaging
2024,Kia,KMX,KIA,Forte,BD9N0GU01AC,3,2.000,LKMXV02.0CE3,Car,147,4,G4NH-CVS,CVT,Continuously Variable,1,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3250,4.89,26.3,1,Not eqipped,LKMX10057956,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0015000,0.0730000,166.7289000,0.0041000,,,,53.7000000,MPG,,,,,9.9900000,8.7000000,5.5900000,36.541,-0.19276,0.021129,7.484,0.10750,0.017193,TWC,Three-way catalyst,N,,,N,No averaging
2024,Kia,KMX,KIA,Forte,BDmU2G6TM002F,0,1.600,NKMXV01.6CC5,Car,201,4,G4FJ-MC,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3250,4.47,43.2,1,Not eqipped,NKMX91004802,EPA,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0158987,0.4911684,310.9623413,0.0037877,,0.0058603,0.0005089,28.6000000,MPG,28.9985218,27.0565605,31.5966187,,2.2739873,1.4350919,-0.4210670,28.843,0.37720,0.016832,9.821,0.07651,0.017871,TWC,Three-way catalyst,N,,,N,No averaging
2024,Kia,KMX,KIA,Forte,BDmU2G6TM002F,0,1.600,NKMXV01.6CC5,Car,201,4,G4FJ-MC,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3250,4.47,43.2,1,Not eqipped,NKMX91004803,EPA,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0210725,0.1878173,198.6554565,0.0016704,,0.0035191,0.0000916,44.7000000,MPG,,,,,7.1627960,6.0292077,-0.1441032,28.843,0.37720,0.016832,9.821,0.07651,0.017871,TWC,Three-way catalyst,N,,,N,No averaging
2024,Kia,KMX,KIA,Forte,BDmU2G6TM002F,0,1.600,NKMXV01.6CC5,Car,201,4,G4FJ-MC,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3250,4.47,43.2,1,Not eqipped,NKMX91004810,EPA,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0167939,0.5167383,313.0718079,0.0047642,,0.0066352,0.0005660,28.4000000,MPG,28.6898022,26.8674793,31.5024509,,2.2338321,1.5234469,-0.0791223,28.843,0.37720,0.016832,9.821,0.07651,0.017871,TWC,Three-way catalyst,N,,,N,No averaging
2024,Kia,KMX,KIA,Forte,BDmU2G6TM002F,0,1.600,NKMXV01.6CC5,Car,201,4,G4FJ-MC,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3250,4.47,43.2,1,Not eqipped,NKMX91004811,EPA,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0182402,0.1666405,199.2821655,0.0012528,,0.0032114,0.0001533,44.7000000,MPG,,,,,3.6330662,2.8861234,-0.2705027,28.843,0.37720,0.016832,9.821,0.07651,0.017871,TWC,Three-way catalyst,N,,,N,No averaging
2024,Kia,KMX,Kia,K5,DL3U1G6TA002A,0,1.600,MKMXV01.6DC5,Car,180,4,G4FP-AC,SA,Semi-Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3750,3.51,29.7,1,Not eqipped,MKMX10063968,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0180000,0.2100000,274.0000000,0.0117000,,0.0063000,0.0021000,32.7000000,MPG,,,,,2.6100000,1.5700000,0.6300000,32.175,0.39229,0.017953,11.210,0.15189,0.018819,TWC,Three-way catalyst,N,,,N,No averaging
2024,Kia,KMX,Kia,K5,DL3U1G6TA002A,0,1.600,MKMXV01.6DC5,Car,180,4,G4FP-AC,SA,Semi-Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3750,3.51,29.7,1,Not eqipped,MKMX10063969,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0020000,0.0500000,186.0000000,0.0022000,,,,48.2000000,MPG,,,,,5.1300000,4.2900000,-0.0200000,32.175,0.39229,0.017953,11.210,0.15189,0.018819,TWC,Three-way catalyst,N,,,N,No averaging
2024,Kia,KMX,Kia,K5,DL3U1G6TA003F,1,1.600,MKMXV01.6DC5,Car,180,4,G4FP-AC,SA,Semi-Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3500,3.37,28.7,1,Not eqipped,MKMX10063670,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0190000,0.2100000,251.0000000,0.0067000,,0.0062000,0.0016000,35.7000000,MPG,,,,,-1.6800000,-1.3400000,-0.7100000,26.305,0.07004,0.017988,4.405,0.19385,0.015907,TWC,Three-way catalyst,N,,,N,No averaging
2024,Kia,KMX,Kia,K5,DL3U1G6TA003F,1,1.600,MKMXV01.6DC5,Car,180,4,G4FP-AC,SA,Semi-Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3500,3.37,28.7,1,Not eqipped,MKMX10063671,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0010000,0.0200000,157.0000000,0.0012000,,,,57.2000000,MPG,,,,,3.1000000,2.3400000,-0.1100000,26.305,0.07004,0.017988,4.405,0.19385,0.015907,TWC,Three-way catalyst,N,,,N,No averaging
2024,Kia,KMX,Kia,K5,DL3U1G6TA044F,0,1.600,MKMXV01.6DC5,Car,180,4,G4FP-AC,SA,Semi-Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3625,3.37,28.5,1,Not eqipped,MKMX10063668,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0200000,0.2800000,259.0000000,0.0060000,,0.0053000,0.0018000,34.6000000,MPG,,,,,-2.1800000,-1.6100000,-1.0900000,30.833,0.09522,0.018650,10.174,0.11153,0.017918,TWC,Three-way catalyst,N,,,N,No averaging
2024,Kia,KMX,Kia,K5,DL3U1G6TA044F,0,1.600,MKMXV01.6DC5,Car,180,4,G4FP-AC,SA,Semi-Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3625,3.37,28.5,1,Not eqipped,MKMX10063669,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0010000,0.0100000,167.0000000,0.0015000,,,,53.7000000,MPG,,,,,2.4100000,1.9000000,-0.4000000,30.833,0.09522,0.018650,10.174,0.11153,0.017918,TWC,Three-way catalyst,N,,,N,No averaging
2024,Kia,KMX,Kia,K5,DL3U1H5TD026F,0,2.500,MKMXV02.5DP5,Car,290,4,G4KP-AMC,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),8,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3875,2.94,25.2,1,Not eqipped,MKMX10064984,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0200000,0.4000000,295.0000000,0.0093000,,0.0010000,0.0009000,30.4000000,MPG,29.9000000,28.8000000,34.5000000,,-0.7600000,-0.4500000,-1.3500000,37.163,0.01404,0.021411,10.942,-0.12991,0.022540,TWC,Three-way catalyst,N,,,N,No averaging
2024,Kia,KMX,Kia,K5,DL3U1H5TD026F,0,2.500,MKMXV02.5DP5,Car,290,4,G4KP-AMC,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),8,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3875,2.94,25.2,1,Not eqipped,MKMX10064987,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0,0.0900000,190.0000000,0.0015000,,,,47.2000000,MPG,,,,,0.0300000,-0.0900000,-0.8500000,37.163,0.01404,0.021411,10.942,-0.12991,0.022540,TWC,Three-way catalyst,N,,,N,No averaging
2024,Kia,KMX,Kia,K5,DL3U1H5TD026F,0,2.500,MKMXV02.5DP5,Car,290,4,G4KP-AMC,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),8,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3875,2.94,25.2,1,Not eqipped,MKMX10064988,MFR,No,,,,,90,US06,61,Tier 2 Cert Gasoline,US06,0.0160000,0.4900000,303.0000000,0.0164000,,,,29.5000000,MPG,19.1000000,35.1000000,,,-3.9000000,-3.4800000,-1.5300000,37.163,0.01404,0.021411,10.942,-0.12991,0.022540,TWC,Three-way catalyst,N,,,N,No averaging
2024,Kia,KMX,Kia,K5,DL3U1H5TD026F,0,2.500,MKMXV02.5DP5,Car,290,4,G4KP-AMC,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),8,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3875,2.94,25.2,1,Not eqipped,MKMX10064989,MFR,No,,,,,95,SC03,61,Tier 2 Cert Gasoline,SC03,0.0070000,0.1800000,357.0000000,0.0085000,,,,25.1000000,MPG,,,,,1.4700000,0.3600000,0.0800000,37.163,0.01404,0.021411,10.942,-0.12991,0.022540,TWC,Three-way catalyst,N,,,N,No averaging
2024,Kia,KMX,Kia,K5,DL3U1H5TD026F,0,2.500,MKMXV02.5DP5,Car,290,4,G4KP-AMC,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),8,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3875,2.94,25.2,1,Not eqipped,MKMX10064990,MFR,No,,,,,11,Cold CO,26,Cold CO Regular (Tier 2),FTP,0.1860000,0.7000000,327.0000000,0.0197000,,,,27.2000000,MPG,24.6000000,26.0000000,32.7000000,,0.6300000,0.5400000,-0.7300000,40.879,0.01545,0.023552,10.588,-0.41933,0.026982,TWC,Three-way catalyst,N,,,N,No averaging
2024,Kia,KMX,Kia,K5,DL3U1H5TD026F,0,2.500,MKMXV02.5DP5,Car,290,4,G4KP-AMC,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),8,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3875,2.94,25.2,1,Not eqipped,MKMX10064991,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0120000,0.2300000,309.0000000,0.0138000,,0.0039000,0.0010000,29.0000000,MPG,28.5000000,27.3000000,33.4000000,,-1.8200000,-1.1900000,-1.5200000,37.163,0.01404,0.021411,10.942,-0.12991,0.022540,TWC,Three-way catalyst,N,,,N,No averaging
2024,Kia,KMX,Kia,K5,DL3U1H5TD026F,0,2.500,MKMXV02.5DP5,Car,290,4,G4KP-AMC,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),8,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3875,2.94,25.2,1,Not eqipped,MKMX10064992,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0110000,0.2700000,199.0000000,0.0031000,,,,45.0000000,MPG,,,,,-0.0400000,-0.0400000,-0.9200000,37.163,0.01404,0.021411,10.942,-0.12991,0.022540,TWC,Three-way catalyst,N,,,N,No averaging
2024,Kia,KMX,Kia,K5,DL3U1H5TD026F,0,2.500,MKMXV02.5DP5,Car,290,4,G4KP-AMC,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),8,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3875,2.94,25.2,1,Not eqipped,MKMX10064993,MFR,No,,,,,90,US06,61,Tier 2 Cert Gasoline,US06,0.0090000,0.3600000,310.0000000,0.0165000,,,,28.9000000,MPG,18.8000000,34.2000000,,,-4.5400000,4.1700000,-1.9900000,37.163,0.01404,0.021411,10.942,-0.12991,0.022540,TWC,Three-way catalyst,N,,,N,No averaging
